=== player 1: 1 | player 2: 0 | Draws: 0 ===
=== player 1: 3770 | player 2: 230 | Draws: 0 ===
=== player 1: 3771 | player 2: 230 | Draws: 0 ===
=== player 1: 3772 | player 2: 230 | Draws: 0 ===
=== player 1: 3773 | player 2: 230 | Draws: 0 ===
=== player 1: 3774 | player 2: 230 | Draws: 0 ===
=== player 1: 3775 | player 2: 230 | Draws: 0 ===
=== player 1: 3776 | player 2: 230 | Draws: 0 ===
=== player 1: 3777 | player 2: 230 | Draws: 0 ===
=== player 1: 3777 | player 2: 231 | Draws: 0 ===
=== player 1: 3778 | player 2: 231 | Draws: 0 ===
=== player 1: 3779 | player 2: 231 | Draws: 0 ===
=== player 1: 3780 | player 2: 231 | Draws: 0 ===
=== player 1: 3781 | player 2: 231 | Draws: 0 ===
=== player 1: 3782 | player 2: 231 | Draws: 0 ===
=== player 1: 3783 | player 2: 231 | Draws: 0 ===
=== player 1: 3784 | player 2: 231 | Draws: 0 ===
=== player 1: 3785 | player 2: 231 | Draws: 0 ===
=== player 1: 3786 | player 2: 231 | Draws: 0 ===
=== player 1: 3787 | player 2: 231 | Draws: 0 ===
=== player 1: 3788 | player 2: 231 | Draws: 0 ===
=== player 1: 3789 | player 2: 231 | Draws: 0 ===
=== player 1: 3790 | player 2: 231 | Draws: 0 ===
=== player 1: 3791 | player 2: 231 | Draws: 0 ===
=== player 1: 3792 | player 2: 231 | Draws: 0 ===
=== player 1: 3793 | player 2: 231 | Draws: 0 ===
=== player 1: 3794 | player 2: 231 | Draws: 0 ===
=== player 1: 3795 | player 2: 231 | Draws: 0 ===
=== player 1: 3796 | player 2: 231 | Draws: 0 ===
=== player 1: 3797 | player 2: 231 | Draws: 0 ===
=== player 1: 3798 | player 2: 231 | Draws: 0 ===
=== player 1: 3799 | player 2: 231 | Draws: 0 ===
=== player 1: 3800 | player 2: 231 | Draws: 0 ===
=== player 1: 3801 | player 2: 231 | Draws: 0 ===
=== player 1: 3802 | player 2: 231 | Draws: 0 ===
=== player 1: 3803 | player 2: 231 | Draws: 0 ===
=== player 1: 3804 | player 2: 231 | Draws: 0 ===
=== player 1: 3805 | player 2: 231 | Draws: 0 ===
=== player 1: 3806 | player 2: 231 | Draws: 0 ===
=== player 1: 3807 | player 2: 231 | Draws: 0 ===
=== player 1: 3808 | player 2: 231 | Draws: 0 ===
=== player 1: 3809 | player 2: 231 | Draws: 0 ===
=== player 1: 3810 | player 2: 231 | Draws: 0 ===
=== player 1: 3811 | player 2: 231 | Draws: 0 ===
=== player 1: 3812 | player 2: 231 | Draws: 0 ===
=== player 1: 3813 | player 2: 231 | Draws: 0 ===
=== player 1: 3814 | player 2: 231 | Draws: 0 ===
=== player 1: 3815 | player 2: 231 | Draws: 0 ===
=== player 1: 3816 | player 2: 231 | Draws: 0 ===
=== player 1: 3817 | player 2: 231 | Draws: 0 ===
=== player 1: 3818 | player 2: 231 | Draws: 0 ===
=== player 1: 3819 | player 2: 231 | Draws: 0 ===
=== player 1: 3820 | player 2: 231 | Draws: 0 ===
=== player 1: 3821 | player 2: 231 | Draws: 0 ===
=== player 1: 3822 | player 2: 231 | Draws: 0 ===
=== player 1: 3823 | player 2: 231 | Draws: 0 ===
=== player 1: 3824 | player 2: 231 | Draws: 0 ===
=== player 1: 3825 | player 2: 231 | Draws: 0 ===
=== player 1: 3826 | player 2: 231 | Draws: 0 ===
=== player 1: 3827 | player 2: 231 | Draws: 0 ===
=== player 1: 3828 | player 2: 231 | Draws: 0 ===
=== player 1: 3829 | player 2: 231 | Draws: 0 ===
=== player 1: 3830 | player 2: 231 | Draws: 0 ===
=== player 1: 3831 | player 2: 231 | Draws: 0 ===
=== player 1: 3832 | player 2: 231 | Draws: 0 ===
=== player 1: 3833 | player 2: 231 | Draws: 0 ===
=== player 1: 3834 | player 2: 231 | Draws: 0 ===
=== player 1: 3834 | player 2: 232 | Draws: 0 ===
=== player 1: 3835 | player 2: 232 | Draws: 0 ===
=== player 1: 3836 | player 2: 232 | Draws: 0 ===
=== player 1: 3837 | player 2: 232 | Draws: 0 ===
=== player 1: 3838 | player 2: 232 | Draws: 0 ===
=== player 1: 3839 | player 2: 232 | Draws: 0 ===
=== player 1: 3840 | player 2: 232 | Draws: 0 ===
=== player 1: 3841 | player 2: 232 | Draws: 0 ===
=== player 1: 3842 | player 2: 232 | Draws: 0 ===
=== player 1: 3843 | player 2: 232 | Draws: 0 ===
=== player 1: 3844 | player 2: 232 | Draws: 0 ===
=== player 1: 3845 | player 2: 232 | Draws: 0 ===
=== player 1: 3846 | player 2: 232 | Draws: 0 ===
=== player 1: 3847 | player 2: 232 | Draws: 0 ===
=== player 1: 3848 | player 2: 232 | Draws: 0 ===
=== player 1: 3849 | player 2: 232 | Draws: 0 ===
=== player 1: 3850 | player 2: 232 | Draws: 0 ===
=== player 1: 3851 | player 2: 232 | Draws: 0 ===
=== player 1: 3852 | player 2: 232 | Draws: 0 ===
=== player 1: 3853 | player 2: 232 | Draws: 0 ===
=== player 1: 3853 | player 2: 233 | Draws: 0 ===
=== player 1: 3854 | player 2: 233 | Draws: 0 ===
=== player 1: 3855 | player 2: 233 | Draws: 0 ===
=== player 1: 3856 | player 2: 233 | Draws: 0 ===
=== player 1: 3857 | player 2: 233 | Draws: 0 ===
=== player 1: 3858 | player 2: 233 | Draws: 0 ===
=== player 1: 3859 | player 2: 233 | Draws: 0 ===
=== player 1: 3860 | player 2: 233 | Draws: 0 ===
=== player 1: 3861 | player 2: 233 | Draws: 0 ===
=== player 1: 3862 | player 2: 233 | Draws: 0 ===
=== player 1: 3863 | player 2: 233 | Draws: 0 ===
=== player 1: 3864 | player 2: 233 | Draws: 0 ===
=== player 1: 3865 | player 2: 233 | Draws: 0 ===
=== player 1: 3866 | player 2: 233 | Draws: 0 ===
=== player 1: 3867 | player 2: 233 | Draws: 0 ===
=== player 1: 3868 | player 2: 233 | Draws: 0 ===
=== player 1: 3869 | player 2: 233 | Draws: 0 ===
=== player 1: 3870 | player 2: 233 | Draws: 0 ===
=== player 1: 3871 | player 2: 233 | Draws: 0 ===
=== player 1: 3872 | player 2: 233 | Draws: 0 ===
=== player 1: 3873 | player 2: 233 | Draws: 0 ===
=== player 1: 3874 | player 2: 233 | Draws: 0 ===
=== player 1: 3875 | player 2: 233 | Draws: 0 ===
=== player 1: 3876 | player 2: 233 | Draws: 0 ===
=== player 1: 3877 | player 2: 233 | Draws: 0 ===
=== player 1: 3878 | player 2: 233 | Draws: 0 ===
=== player 1: 3879 | player 2: 233 | Draws: 0 ===
=== player 1: 3880 | player 2: 233 | Draws: 0 ===
=== player 1: 3881 | player 2: 233 | Draws: 0 ===
=== player 1: 3882 | player 2: 233 | Draws: 0 ===
=== player 1: 3883 | player 2: 233 | Draws: 0 ===
=== player 1: 3884 | player 2: 233 | Draws: 0 ===
=== player 1: 3885 | player 2: 233 | Draws: 0 ===
=== player 1: 3886 | player 2: 233 | Draws: 0 ===
=== player 1: 3887 | player 2: 233 | Draws: 0 ===
=== player 1: 3888 | player 2: 233 | Draws: 0 ===
=== player 1: 3889 | player 2: 233 | Draws: 0 ===
=== player 1: 3890 | player 2: 233 | Draws: 0 ===
=== player 1: 3891 | player 2: 233 | Draws: 0 ===
=== player 1: 3892 | player 2: 233 | Draws: 0 ===
=== player 1: 3893 | player 2: 233 | Draws: 0 ===
=== player 1: 3894 | player 2: 233 | Draws: 0 ===
=== player 1: 3895 | player 2: 233 | Draws: 0 ===
=== player 1: 3896 | player 2: 233 | Draws: 0 ===
=== player 1: 3897 | player 2: 233 | Draws: 0 ===
=== player 1: 3898 | player 2: 233 | Draws: 0 ===
=== player 1: 3899 | player 2: 233 | Draws: 0 ===
=== player 1: 3900 | player 2: 233 | Draws: 0 ===
=== player 1: 3901 | player 2: 233 | Draws: 0 ===
=== player 1: 3902 | player 2: 233 | Draws: 0 ===
=== player 1: 3903 | player 2: 233 | Draws: 0 ===
=== player 1: 3904 | player 2: 233 | Draws: 0 ===
=== player 1: 3905 | player 2: 233 | Draws: 0 ===
=== player 1: 3906 | player 2: 233 | Draws: 0 ===
=== player 1: 3907 | player 2: 233 | Draws: 0 ===
=== player 1: 3908 | player 2: 233 | Draws: 0 ===
=== player 1: 3908 | player 2: 234 | Draws: 0 ===
=== player 1: 3909 | player 2: 234 | Draws: 0 ===
=== player 1: 3910 | player 2: 234 | Draws: 0 ===
=== player 1: 3911 | player 2: 234 | Draws: 0 ===
=== player 1: 3912 | player 2: 234 | Draws: 0 ===
=== player 1: 3913 | player 2: 234 | Draws: 0 ===
=== player 1: 3914 | player 2: 234 | Draws: 0 ===
=== player 1: 3915 | player 2: 234 | Draws: 0 ===
=== player 1: 3916 | player 2: 234 | Draws: 0 ===
=== player 1: 3917 | player 2: 234 | Draws: 0 ===
=== player 1: 3918 | player 2: 234 | Draws: 0 ===
=== player 1: 3919 | player 2: 234 | Draws: 0 ===
=== player 1: 3920 | player 2: 234 | Draws: 0 ===
=== player 1: 3921 | player 2: 234 | Draws: 0 ===
=== player 1: 3922 | player 2: 234 | Draws: 0 ===
=== player 1: 3923 | player 2: 234 | Draws: 0 ===
=== player 1: 3924 | player 2: 234 | Draws: 0 ===
=== player 1: 3925 | player 2: 234 | Draws: 0 ===
=== player 1: 3926 | player 2: 234 | Draws: 0 ===
=== player 1: 3927 | player 2: 234 | Draws: 0 ===
=== player 1: 3928 | player 2: 234 | Draws: 0 ===
=== player 1: 3929 | player 2: 234 | Draws: 0 ===
=== player 1: 3930 | player 2: 234 | Draws: 0 ===
=== player 1: 3931 | player 2: 234 | Draws: 0 ===
=== player 1: 3932 | player 2: 234 | Draws: 0 ===
=== player 1: 3933 | player 2: 234 | Draws: 0 ===
=== player 1: 3934 | player 2: 234 | Draws: 0 ===
=== player 1: 3935 | player 2: 234 | Draws: 0 ===
=== player 1: 3936 | player 2: 234 | Draws: 0 ===
=== player 1: 3937 | player 2: 234 | Draws: 0 ===
=== player 1: 3938 | player 2: 234 | Draws: 0 ===
=== player 1: 3939 | player 2: 234 | Draws: 0 ===
=== player 1: 3940 | player 2: 234 | Draws: 0 ===
=== player 1: 3941 | player 2: 234 | Draws: 0 ===
=== player 1: 3942 | player 2: 234 | Draws: 0 ===
=== player 1: 3943 | player 2: 234 | Draws: 0 ===
=== player 1: 3944 | player 2: 234 | Draws: 0 ===
=== player 1: 3945 | player 2: 234 | Draws: 0 ===
=== player 1: 3946 | player 2: 234 | Draws: 0 ===
=== player 1: 3947 | player 2: 234 | Draws: 0 ===
=== player 1: 3948 | player 2: 234 | Draws: 0 ===
=== player 1: 3949 | player 2: 234 | Draws: 0 ===
=== player 1: 3950 | player 2: 234 | Draws: 0 ===
=== player 1: 3951 | player 2: 234 | Draws: 0 ===
=== player 1: 3952 | player 2: 234 | Draws: 0 ===
=== player 1: 3953 | player 2: 234 | Draws: 0 ===
=== player 1: 3954 | player 2: 234 | Draws: 0 ===
=== player 1: 3955 | player 2: 234 | Draws: 0 ===
=== player 1: 3956 | player 2: 234 | Draws: 0 ===
=== player 1: 3957 | player 2: 234 | Draws: 0 ===
=== player 1: 3958 | player 2: 234 | Draws: 0 ===
=== player 1: 3959 | player 2: 234 | Draws: 0 ===
=== player 1: 3960 | player 2: 234 | Draws: 0 ===
=== player 1: 3961 | player 2: 234 | Draws: 0 ===
=== player 1: 3962 | player 2: 234 | Draws: 0 ===
=== player 1: 3963 | player 2: 234 | Draws: 0 ===
=== player 1: 3963 | player 2: 235 | Draws: 0 ===
=== player 1: 3964 | player 2: 235 | Draws: 0 ===
=== player 1: 3965 | player 2: 235 | Draws: 0 ===
=== player 1: 3966 | player 2: 235 | Draws: 0 ===
=== player 1: 3967 | player 2: 235 | Draws: 0 ===
=== player 1: 3968 | player 2: 235 | Draws: 0 ===
=== player 1: 3969 | player 2: 235 | Draws: 0 ===
=== player 1: 3970 | player 2: 235 | Draws: 0 ===
=== player 1: 3971 | player 2: 235 | Draws: 0 ===
=== player 1: 3972 | player 2: 235 | Draws: 0 ===
=== player 1: 3972 | player 2: 236 | Draws: 0 ===
=== player 1: 3973 | player 2: 236 | Draws: 0 ===
=== player 1: 3974 | player 2: 236 | Draws: 0 ===
=== player 1: 3975 | player 2: 236 | Draws: 0 ===
=== player 1: 3976 | player 2: 236 | Draws: 0 ===
=== player 1: 3977 | player 2: 236 | Draws: 0 ===
=== player 1: 3978 | player 2: 236 | Draws: 0 ===
=== player 1: 3979 | player 2: 236 | Draws: 0 ===
=== player 1: 3980 | player 2: 236 | Draws: 0 ===
=== player 1: 3981 | player 2: 236 | Draws: 0 ===
=== player 1: 3982 | player 2: 236 | Draws: 0 ===
=== player 1: 3983 | player 2: 236 | Draws: 0 ===
=== player 1: 3984 | player 2: 236 | Draws: 0 ===
=== player 1: 3985 | player 2: 236 | Draws: 0 ===
=== player 1: 3986 | player 2: 236 | Draws: 0 ===
=== player 1: 3987 | player 2: 236 | Draws: 0 ===
=== player 1: 3988 | player 2: 236 | Draws: 0 ===
=== player 1: 3989 | player 2: 236 | Draws: 0 ===
=== player 1: 3990 | player 2: 236 | Draws: 0 ===
=== player 1: 3991 | player 2: 236 | Draws: 0 ===
=== player 1: 3992 | player 2: 236 | Draws: 0 ===
=== player 1: 3993 | player 2: 236 | Draws: 0 ===
=== player 1: 3994 | player 2: 236 | Draws: 0 ===
=== player 1: 3995 | player 2: 236 | Draws: 0 ===
=== player 1: 3996 | player 2: 236 | Draws: 0 ===
=== player 1: 3997 | player 2: 236 | Draws: 0 ===
=== player 1: 3998 | player 2: 236 | Draws: 0 ===
=== player 1: 3999 | player 2: 236 | Draws: 0 ===
=== player 1: 4000 | player 2: 236 | Draws: 0 ===
=== player 1: 4001 | player 2: 236 | Draws: 0 ===
=== player 1: 4002 | player 2: 236 | Draws: 0 ===
=== player 1: 4003 | player 2: 236 | Draws: 0 ===
=== player 1: 4004 | player 2: 236 | Draws: 0 ===
=== player 1: 4005 | player 2: 236 | Draws: 0 ===
=== player 1: 4006 | player 2: 236 | Draws: 0 ===
=== player 1: 4007 | player 2: 236 | Draws: 0 ===
=== player 1: 4008 | player 2: 236 | Draws: 0 ===
=== player 1: 4009 | player 2: 236 | Draws: 0 ===
=== player 1: 4010 | player 2: 236 | Draws: 0 ===
=== player 1: 4011 | player 2: 236 | Draws: 0 ===
=== player 1: 4012 | player 2: 236 | Draws: 0 ===
=== player 1: 4013 | player 2: 236 | Draws: 0 ===
=== player 1: 4014 | player 2: 236 | Draws: 0 ===
=== player 1: 4015 | player 2: 236 | Draws: 0 ===
=== player 1: 4016 | player 2: 236 | Draws: 0 ===
=== player 1: 4017 | player 2: 236 | Draws: 0 ===
=== player 1: 4018 | player 2: 236 | Draws: 0 ===
=== player 1: 4019 | player 2: 236 | Draws: 0 ===
=== player 1: 4020 | player 2: 236 | Draws: 0 ===
=== player 1: 4021 | player 2: 236 | Draws: 0 ===
=== player 1: 4022 | player 2: 236 | Draws: 0 ===
=== player 1: 4023 | player 2: 236 | Draws: 0 ===
=== player 1: 4024 | player 2: 236 | Draws: 0 ===
=== player 1: 4025 | player 2: 236 | Draws: 0 ===
=== player 1: 4026 | player 2: 236 | Draws: 0 ===
=== player 1: 4026 | player 2: 237 | Draws: 0 ===
=== player 1: 4027 | player 2: 237 | Draws: 0 ===
=== player 1: 4028 | player 2: 237 | Draws: 0 ===
=== player 1: 4029 | player 2: 237 | Draws: 0 ===
=== player 1: 4029 | player 2: 238 | Draws: 0 ===
=== player 1: 4030 | player 2: 238 | Draws: 0 ===
=== player 1: 4031 | player 2: 238 | Draws: 0 ===
=== player 1: 4032 | player 2: 238 | Draws: 0 ===
=== player 1: 4032 | player 2: 239 | Draws: 0 ===
=== player 1: 4033 | player 2: 239 | Draws: 0 ===
=== player 1: 4034 | player 2: 239 | Draws: 0 ===
=== player 1: 4034 | player 2: 240 | Draws: 0 ===
=== player 1: 4035 | player 2: 240 | Draws: 0 ===
=== player 1: 4036 | player 2: 240 | Draws: 0 ===
=== player 1: 4037 | player 2: 240 | Draws: 0 ===
=== player 1: 4038 | player 2: 240 | Draws: 0 ===
=== player 1: 4039 | player 2: 240 | Draws: 0 ===
=== player 1: 4040 | player 2: 240 | Draws: 0 ===
=== player 1: 4041 | player 2: 240 | Draws: 0 ===
=== player 1: 4042 | player 2: 240 | Draws: 0 ===
=== player 1: 4043 | player 2: 240 | Draws: 0 ===
=== player 1: 4043 | player 2: 241 | Draws: 0 ===
=== player 1: 4044 | player 2: 241 | Draws: 0 ===
=== player 1: 4044 | player 2: 242 | Draws: 0 ===
=== player 1: 4045 | player 2: 242 | Draws: 0 ===
=== player 1: 4046 | player 2: 242 | Draws: 0 ===
=== player 1: 4047 | player 2: 242 | Draws: 0 ===
=== player 1: 4047 | player 2: 243 | Draws: 0 ===
=== player 1: 4048 | player 2: 243 | Draws: 0 ===
=== player 1: 4049 | player 2: 243 | Draws: 0 ===
=== player 1: 4050 | player 2: 243 | Draws: 0 ===
=== player 1: 4051 | player 2: 243 | Draws: 0 ===
=== player 1: 4052 | player 2: 243 | Draws: 0 ===
=== player 1: 4052 | player 2: 244 | Draws: 0 ===
=== player 1: 4053 | player 2: 244 | Draws: 0 ===
=== player 1: 4054 | player 2: 244 | Draws: 0 ===
=== player 1: 4055 | player 2: 244 | Draws: 0 ===
=== player 1: 4056 | player 2: 244 | Draws: 0 ===
=== player 1: 4057 | player 2: 244 | Draws: 0 ===
=== player 1: 4058 | player 2: 244 | Draws: 0 ===
=== player 1: 4059 | player 2: 244 | Draws: 0 ===
=== player 1: 4060 | player 2: 244 | Draws: 0 ===
=== player 1: 4061 | player 2: 244 | Draws: 0 ===
=== player 1: 4062 | player 2: 244 | Draws: 0 ===
=== player 1: 4063 | player 2: 244 | Draws: 0 ===
=== player 1: 4064 | player 2: 244 | Draws: 0 ===
=== player 1: 4065 | player 2: 244 | Draws: 0 ===
=== player 1: 4066 | player 2: 244 | Draws: 0 ===
=== player 1: 4067 | player 2: 244 | Draws: 0 ===
=== player 1: 4068 | player 2: 244 | Draws: 0 ===
=== player 1: 4069 | player 2: 244 | Draws: 0 ===
=== player 1: 4070 | player 2: 244 | Draws: 0 ===
=== player 1: 4071 | player 2: 244 | Draws: 0 ===
=== player 1: 4072 | player 2: 244 | Draws: 0 ===
=== player 1: 4073 | player 2: 244 | Draws: 0 ===
=== player 1: 4073 | player 2: 245 | Draws: 0 ===
=== player 1: 4074 | player 2: 245 | Draws: 0 ===
=== player 1: 4075 | player 2: 245 | Draws: 0 ===
=== player 1: 4076 | player 2: 245 | Draws: 0 ===
=== player 1: 4077 | player 2: 245 | Draws: 0 ===
=== player 1: 4078 | player 2: 245 | Draws: 0 ===
=== player 1: 4079 | player 2: 245 | Draws: 0 ===
=== player 1: 4080 | player 2: 245 | Draws: 0 ===
=== player 1: 4081 | player 2: 245 | Draws: 0 ===
=== player 1: 4082 | player 2: 245 | Draws: 0 ===
=== player 1: 4082 | player 2: 246 | Draws: 0 ===
=== player 1: 4083 | player 2: 246 | Draws: 0 ===
=== player 1: 4084 | player 2: 246 | Draws: 0 ===
=== player 1: 4085 | player 2: 246 | Draws: 0 ===
=== player 1: 4086 | player 2: 246 | Draws: 0 ===
=== player 1: 4087 | player 2: 246 | Draws: 0 ===
=== player 1: 4088 | player 2: 246 | Draws: 0 ===
=== player 1: 4089 | player 2: 246 | Draws: 0 ===
=== player 1: 4090 | player 2: 246 | Draws: 0 ===
=== player 1: 4091 | player 2: 246 | Draws: 0 ===
=== player 1: 4092 | player 2: 246 | Draws: 0 ===
=== player 1: 4093 | player 2: 246 | Draws: 0 ===
=== player 1: 4094 | player 2: 246 | Draws: 0 ===
=== player 1: 4095 | player 2: 246 | Draws: 0 ===
=== player 1: 4096 | player 2: 246 | Draws: 0 ===
=== player 1: 4097 | player 2: 246 | Draws: 0 ===
=== player 1: 4098 | player 2: 246 | Draws: 0 ===
=== player 1: 4099 | player 2: 246 | Draws: 0 ===
=== player 1: 4100 | player 2: 246 | Draws: 0 ===
=== player 1: 4101 | player 2: 246 | Draws: 0 ===
=== player 1: 4101 | player 2: 247 | Draws: 0 ===
=== player 1: 4102 | player 2: 247 | Draws: 0 ===
=== player 1: 4103 | player 2: 247 | Draws: 0 ===
=== player 1: 4104 | player 2: 247 | Draws: 0 ===
=== player 1: 4105 | player 2: 247 | Draws: 0 ===
=== player 1: 4106 | player 2: 247 | Draws: 0 ===
=== player 1: 4107 | player 2: 247 | Draws: 0 ===
=== player 1: 4108 | player 2: 247 | Draws: 0 ===
=== player 1: 4109 | player 2: 247 | Draws: 0 ===
=== player 1: 4110 | player 2: 247 | Draws: 0 ===
=== player 1: 4111 | player 2: 247 | Draws: 0 ===
=== player 1: 4112 | player 2: 247 | Draws: 0 ===
=== player 1: 4113 | player 2: 247 | Draws: 0 ===
=== player 1: 4114 | player 2: 247 | Draws: 0 ===
=== player 1: 4114 | player 2: 248 | Draws: 0 ===
=== player 1: 4115 | player 2: 248 | Draws: 0 ===
=== player 1: 4116 | player 2: 248 | Draws: 0 ===
=== player 1: 4117 | player 2: 248 | Draws: 0 ===
=== player 1: 4118 | player 2: 248 | Draws: 0 ===
=== player 1: 4119 | player 2: 248 | Draws: 0 ===
=== player 1: 4119 | player 2: 249 | Draws: 0 ===
=== player 1: 4120 | player 2: 249 | Draws: 0 ===
=== player 1: 4121 | player 2: 249 | Draws: 0 ===
=== player 1: 4122 | player 2: 249 | Draws: 0 ===
=== player 1: 4123 | player 2: 249 | Draws: 0 ===
=== player 1: 4124 | player 2: 249 | Draws: 0 ===
=== player 1: 4125 | player 2: 249 | Draws: 0 ===
=== player 1: 4126 | player 2: 249 | Draws: 0 ===
=== player 1: 4127 | player 2: 249 | Draws: 0 ===
=== player 1: 4128 | player 2: 249 | Draws: 0 ===
=== player 1: 4128 | player 2: 250 | Draws: 0 ===
=== player 1: 4129 | player 2: 250 | Draws: 0 ===
=== player 1: 4130 | player 2: 250 | Draws: 0 ===
=== player 1: 4131 | player 2: 250 | Draws: 0 ===
=== player 1: 4132 | player 2: 250 | Draws: 0 ===
=== player 1: 4133 | player 2: 250 | Draws: 0 ===
=== player 1: 4134 | player 2: 250 | Draws: 0 ===
=== player 1: 4135 | player 2: 250 | Draws: 0 ===
=== player 1: 4136 | player 2: 250 | Draws: 0 ===
=== player 1: 4137 | player 2: 250 | Draws: 0 ===
=== player 1: 4138 | player 2: 250 | Draws: 0 ===
=== player 1: 4139 | player 2: 250 | Draws: 0 ===
=== player 1: 4140 | player 2: 250 | Draws: 0 ===
=== player 1: 4141 | player 2: 250 | Draws: 0 ===
=== player 1: 4142 | player 2: 250 | Draws: 0 ===
=== player 1: 4143 | player 2: 250 | Draws: 0 ===
=== player 1: 4144 | player 2: 250 | Draws: 0 ===
=== player 1: 4145 | player 2: 250 | Draws: 0 ===
=== player 1: 4145 | player 2: 251 | Draws: 0 ===
=== player 1: 4146 | player 2: 251 | Draws: 0 ===
=== player 1: 4147 | player 2: 251 | Draws: 0 ===
=== player 1: 4148 | player 2: 251 | Draws: 0 ===
=== player 1: 4149 | player 2: 251 | Draws: 0 ===
=== player 1: 4150 | player 2: 251 | Draws: 0 ===
=== player 1: 4151 | player 2: 251 | Draws: 0 ===
=== player 1: 4152 | player 2: 251 | Draws: 0 ===
=== player 1: 4153 | player 2: 251 | Draws: 0 ===
=== player 1: 4154 | player 2: 251 | Draws: 0 ===
=== player 1: 4155 | player 2: 251 | Draws: 0 ===
=== player 1: 4156 | player 2: 251 | Draws: 0 ===
=== player 1: 4157 | player 2: 251 | Draws: 0 ===
=== player 1: 4158 | player 2: 251 | Draws: 0 ===
=== player 1: 4159 | player 2: 251 | Draws: 0 ===
=== player 1: 4160 | player 2: 251 | Draws: 0 ===
=== player 1: 4161 | player 2: 251 | Draws: 0 ===
=== player 1: 4162 | player 2: 251 | Draws: 0 ===
=== player 1: 4163 | player 2: 251 | Draws: 0 ===
=== player 1: 4164 | player 2: 251 | Draws: 0 ===
=== player 1: 4165 | player 2: 251 | Draws: 0 ===
=== player 1: 4165 | player 2: 252 | Draws: 0 ===
=== player 1: 4166 | player 2: 252 | Draws: 0 ===
=== player 1: 4167 | player 2: 252 | Draws: 0 ===
=== player 1: 4168 | player 2: 252 | Draws: 0 ===
=== player 1: 4169 | player 2: 252 | Draws: 0 ===
=== player 1: 4170 | player 2: 252 | Draws: 0 ===
=== player 1: 4171 | player 2: 252 | Draws: 0 ===
=== player 1: 4172 | player 2: 252 | Draws: 0 ===
=== player 1: 4173 | player 2: 252 | Draws: 0 ===
=== player 1: 4174 | player 2: 252 | Draws: 0 ===
=== player 1: 4175 | player 2: 252 | Draws: 0 ===
=== player 1: 4176 | player 2: 252 | Draws: 0 ===
=== player 1: 4177 | player 2: 252 | Draws: 0 ===
=== player 1: 4178 | player 2: 252 | Draws: 0 ===
=== player 1: 4179 | player 2: 252 | Draws: 0 ===
=== player 1: 4180 | player 2: 252 | Draws: 0 ===
=== player 1: 4181 | player 2: 252 | Draws: 0 ===
=== player 1: 4182 | player 2: 252 | Draws: 0 ===
=== player 1: 4183 | player 2: 252 | Draws: 0 ===
=== player 1: 4184 | player 2: 252 | Draws: 0 ===
=== player 1: 4185 | player 2: 252 | Draws: 0 ===
=== player 1: 4186 | player 2: 252 | Draws: 0 ===
=== player 1: 4187 | player 2: 252 | Draws: 0 ===
=== player 1: 4188 | player 2: 252 | Draws: 0 ===
=== player 1: 4189 | player 2: 252 | Draws: 0 ===
=== player 1: 4190 | player 2: 252 | Draws: 0 ===
=== player 1: 4191 | player 2: 252 | Draws: 0 ===
=== player 1: 4192 | player 2: 252 | Draws: 0 ===
=== player 1: 4193 | player 2: 252 | Draws: 0 ===
=== player 1: 4194 | player 2: 252 | Draws: 0 ===
=== player 1: 4195 | player 2: 252 | Draws: 0 ===
=== player 1: 4196 | player 2: 252 | Draws: 0 ===
=== player 1: 4197 | player 2: 252 | Draws: 0 ===
=== player 1: 4198 | player 2: 252 | Draws: 0 ===
=== player 1: 4199 | player 2: 252 | Draws: 0 ===
=== player 1: 4200 | player 2: 252 | Draws: 0 ===
=== player 1: 4201 | player 2: 252 | Draws: 0 ===
=== player 1: 4202 | player 2: 252 | Draws: 0 ===
=== player 1: 4203 | player 2: 252 | Draws: 0 ===
=== player 1: 4204 | player 2: 252 | Draws: 0 ===
=== player 1: 4205 | player 2: 252 | Draws: 0 ===
=== player 1: 4206 | player 2: 252 | Draws: 0 ===
=== player 1: 4207 | player 2: 252 | Draws: 0 ===
=== player 1: 4208 | player 2: 252 | Draws: 0 ===
=== player 1: 4209 | player 2: 252 | Draws: 0 ===
=== player 1: 4210 | player 2: 252 | Draws: 0 ===
=== player 1: 4211 | player 2: 252 | Draws: 0 ===
=== player 1: 4212 | player 2: 252 | Draws: 0 ===
=== player 1: 4213 | player 2: 252 | Draws: 0 ===
=== player 1: 4213 | player 2: 253 | Draws: 0 ===
=== player 1: 4214 | player 2: 253 | Draws: 0 ===
=== player 1: 4214 | player 2: 254 | Draws: 0 ===
=== player 1: 4215 | player 2: 254 | Draws: 0 ===
=== player 1: 4216 | player 2: 254 | Draws: 0 ===
=== player 1: 4217 | player 2: 254 | Draws: 0 ===
=== player 1: 4218 | player 2: 254 | Draws: 0 ===
=== player 1: 4219 | player 2: 254 | Draws: 0 ===
=== player 1: 4220 | player 2: 254 | Draws: 0 ===
=== player 1: 4221 | player 2: 254 | Draws: 0 ===
=== player 1: 4222 | player 2: 254 | Draws: 0 ===
=== player 1: 4223 | player 2: 254 | Draws: 0 ===
=== player 1: 4224 | player 2: 254 | Draws: 0 ===
=== player 1: 4225 | player 2: 254 | Draws: 0 ===
=== player 1: 4226 | player 2: 254 | Draws: 0 ===
